ï»¿OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,869,24,25,102,113,123,129,126,111,79,37,0,0 to 118,49,484,377,8,869,0,0,24,692,2,213,3,176,693,0,0,869,151,25,0,0,65,111,0,176,7,7,26,28,28,28,23,16,12,1,0,0 to 94,41,128,15,16,17,29,124,23,11,0,3,0,0,0,176,111,65,176,0,0,2624,0,2805,2624,176,0,282,265,41,1.42926667229121,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,4050,89,176,440,612,518,613,651,458,314,166,13,0 to 118,48,2447,1540,63,4042,8,0,129,3592,133,688,22,871,3175,1,3,4038,496,375,0,0,431,412,28,871,20,82,157,157,130,113,98,58,37,17,2,0 to 100,36,415,246,98,112,160,578,133,137,0,80,0,0,7,871,412,431,871,0,0,8524,8,9408,8532,871,7,241,172,36,2.24642787374222,0.19954202112213
3,3,62,123,TAYLOR,Taylor,FL,1077,35,36,115,168,147,143,178,149,76,26,4,0 to 118,47,610,438,29,1069,8,0,29,801,3,313,28,185,891,1,0,1068,154,29,2,0,99,82,2,183,0,8,40,48,30,21,20,7,9,2,0,6 to 91,33,85,62,21,15,26,129,28,34,0,10,0,0,1,185,82,101,183,2,0,1882,6,2076,1888,185,1,411,310,33,2.58429378620819,0.251180544250225
4,4,46,091,OKALOOSA,Okaloosa,FL,8291,226,188,799,1303,1189,1082,1193,907,764,595,45,0 to 119,48,4912,3286,93,8138,152,1,278,7013,137,862,102,1623,6643,0,25,8114,1466,136,16,5,859,704,39,1602,22,47,295,351,247,206,179,128,83,60,5,0 to 103,38,834,144,104,520,251,727,624,150,3,86,1,0,12,1623,714,870,1601,21,1,17937,131,19712,18068,1623,12,1630,1199,38,3.21429590024741,0.223073367593869
5,5,7,013,CALHOUN,Calhoun,FL,696,7,13,59,73,98,101,125,100,78,42,0,0 to 99,54,413,268,15,696,0,0,18,476,4,165,9,198,497,0,1,695,182,16,0,0,125,73,0,198,1,5,21,25,18,24,30,23,27,24,0,1 to 99,56,150,24,10,14,12,155,31,28,0,20,0,0,7,198,73,125,198,0,0,1201,0,1406,1201,198,7,357,295,56,1.88103049327488,0.139649278946295
6,6,50,099,PALM BEACH,Palm Beach,FL,83966,1376,2154,7328,11167,10700,11927,13657,11626,8047,4357,1627,0 to 119,52,45574,38077,315,83089,875,2,4399,70867,465,14521,459,23713,59882,178,193,82723,23271,205,229,6,11884,11520,72,23476,403,867,3444,4486,3905,3538,3000,1788,1256,995,29,0 to 105,41,8795,3739,3304,7638,6799,8593,8084,2999,42,2164,27,14,638,23711,11645,11991,23474,235,2,174040,636,198763,174676,23711,638,6898,6633,41,4.37197700721313,0.517626395458035
7,7,56,111,ST. LUCIE,St. Lucie,FL,13169,243,319,1063,1722,1747,2067,2194,1905,1219,651,39,0 to 119,52,7627,5273,269,13020,149,0,787,10477,188,2582,97,3301,9657,7,204,12809,3180,105,16,0,1790,1459,36,3285,59,125,452,595,546,553,420,286,156,101,8,0 to 104,42,1050,574,323,1338,624,1122,1539,328,2,257,2,1,72,3301,1468,1797,3285,16,0,27370,130,30843,27500,3301,72,2184,2169,42,2.4043656096016,0.13681239009026
8,8,51,101,PASCO,Pasco,FL,17924,350,463,1725,2420,2520,2840,2955,2499,1492,630,30,0 to 119,50,10136,7679,109,17836,88,0,836,14682,223,2966,163,4489,13386,2,47,17787,4378,88,22,1,2226,2186,54,4466,73,127,745,860,734,705,553,389,206,96,1,0 to 99,40,2471,286,428,1281,738,2212,1516,504,8,303,4,1,40,4489,2197,2238,4466,23,0,45524,65,50119,45589,4489,40,3307,2755,40,2.21152384171728,0.18173091103068
9,9,20,039,GADSDEN,Gadsden,FL,3348,66,138,283,559,575,574,499,407,158,86,3,0 to 119,45,2249,1083,16,3328,19,1,73,2874,46,540,22,721,2625,1,1,3327,696,19,6,0,441,268,6,715,14,47,88,137,149,119,72,49,30,15,1,0 to 98,39,210,278,37,190,102,387,226,121,0,77,0,0,9,721,268,447,714,6,1,6856,13,7607,6869,721,9,584,389,39,2.03339191693402,0.128633605861004
10,10,37,073,LEON,Leon,FL,15134,216,394,2445,2547,2145,2176,2303,1810,704,352,42,0 to 119,43,7873,7112,149,14876,257,1,338,13717,201,1218,112,2709,12412,2,11,14864,2617,37,52,3,1396,1228,30,2654,22,102,1089,532,302,251,238,114,36,13,10,0 to 105,26,730,769,101,1054,165,1151,1338,164,13,71,11,7,10,2709,1256,1423,2653,55,1,38863,198,41853,39061,2709,10,1189,771,26,2.42861632663576,0.170704044186268
11,11,33,065,JEFFERSON,Jefferson,FL,655,17,17,36,63,87,95,127,124,68,20,1,0 to 101,55,386,265,4,649,6,0,15,507,41,138,10,102,552,0,1,648,64,35,3,0,53,46,0,99,2,3,11,18,13,16,15,10,7,7,0,0 to 95,48,47,37,11,4,10,82,7,21,2,13,0,0,4,102,49,53,99,3,0,1566,2,1671,1568,102,4,136,98,48,2.20493093525027,0.148496656229977
12,12,40,079,MADISON,Madison,FL,1440,72,70,151,176,190,203,205,197,114,56,6,0 to 99,48,907,528,5,1414,26,0,49,962,53,550,35,415,1024,0,1,1413,252,157,6,0,249,160,0,409,25,26,55,58,66,71,58,28,10,18,0,0 to 98,41,87,282,22,18,23,337,49,72,0,17,0,1,4,415,162,253,409,6,0,3531,20,3984,3551,415,4,544,444,41,2.16969163731198,0.174026330045279
13,13,39,077,LIBERTY,Liberty,FL,2292,6,10,181,699,565,412,278,96,30,7,8,0 to 105,38,209,2075,8,2292,0,0,4,2006,1,137,4,284,2008,0,0,2292,280,4,0,0,28,255,1,284,2,4,34,67,58,66,44,7,1,1,0,0 to 85,40,165,104,5,10,10,186,88,10,0,5,0,0,1,284,255,28,284,0,0,2368,0,2654,2368,284,1,162,137,40,3.02097391492398,0.204641327093244
14,14,24,047,HAMILTON,Hamilton,FL,2154,29,48,198,563,433,335,253,175,73,43,4,0 to 118,40,542,1590,22,2147,7,0,47,1916,9,448,8,469,1684,0,1,2146,455,10,3,1,151,314,0,465,18,31,68,113,83,71,57,19,7,2,0,0 to 86,35,175,237,35,18,71,232,162,65,1,17,0,0,2,469,317,152,465,4,0,2919,3,3392,2922,469,2,45,43,35,2.3015236652275,0.126367835513063
15,15,3,005,BAY,Bay,FL,4614,55,64,462,689,672,759,795,541,326,195,56,0 to 119,49,2565,1996,53,4551,63,0,297,3853,28,1032,97,1602,3010,0,2,4549,1440,118,42,2,844,711,3,1558,22,32,281,342,278,263,202,115,50,16,1,0 to 96,39,871,185,69,433,172,914,472,165,8,56,3,3,8,1602,739,860,1558,44,0,11915,22,13563,11937,1602,8,153,145,39,5.42268520962735,0.181027420718501
16,16,12,023,COLUMBIA,Columbia,FL,4260,100,123,319,573,597,608,793,623,305,210,9,0 to 119,51,2136,2045,79,4241,19,0,329,3341,63,850,16,1087,3170,0,3,4238,1016,65,6,0,305,776,0,1081,20,33,106,213,209,194,165,98,32,17,0,0 to 97,43,343,225,68,445,71,483,527,16,0,61,0,0,4,1087,781,306,1081,6,0,7656,13,8786,7669,1087,4,40,38,43,2.63367862103558,0.193837653658007
17,17,2,003,BAKER,Baker,FL,1080,35,23,130,164,158,173,173,113,76,33,2,0 to 99,46,590,440,50,1020,60,0,82,862,16,230,5,202,870,0,8,1012,137,65,0,0,98,102,2,202,2,7,31,33,35,31,31,13,15,4,0,1 to 97,43,135,40,8,19,5,169,28,31,0,22,0,0,4,202,102,98,202,0,0,3056,58,3316,3114,202,4,224,223,43,1.77124519435665,0.142602236961311
18,18,30,059,HOLMES,Holmes,FL,1030,18,19,88,160,148,165,173,162,71,25,1,0 to 119,50,491,524,15,1016,14,0,19,784,5,241,12,265,765,0,0,1016,229,31,3,2,55,205,0,260,3,1,33,74,60,43,23,16,8,4,0,1 to 93,38,145,72,10,33,16,189,55,11,0,7,0,0,1,265,206,59,260,5,0,2789,9,3067,2798,265,1,204,198,38,1.73644592497981,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9180,205,301,806,1054,1151,1204,1509,1472,1031,424,23,0 to 100,53,4547,4206,427,9080,100,0,664,6680,82,2584,90,2985,6156,1,38,9042,2948,17,20,0,1381,1567,17,2965,98,181,471,536,528,469,300,185,136,78,3,0 to 99,38,1128,155,880,802,1555,814,596,457,3,251,2,1,46,2985,1579,1389,2965,20,0,17934,77,21028,18011,2985,46,1455,1444,38,2.97866994211851,0.153458428490643
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,71311,1693,2289,7890,12131,10559,10853,10898,8158,4358,2009,473,0 to 119,45,39974,30868,469,70855,456,0,1603,64277,458,5684,360,21563,49576,22,150,70683,21045,400,109,3,11270,9980,195,21445,439,891,3936,4991,3401,3086,2243,1187,660,362,361,0 to 104,35,6565,2627,2396,9857,4479,5841,11125,1553,12,892,9,3,232,21557,10032,11330,21445,112,0,155733,341,177852,156074,21557,232,5109,4762,35,3.45236134967177,0.251838053021243
21,21,41,081,MANATEE,Manatee,FL,20056,364,615,1706,2293,2341,2686,3456,3532,2147,810,106,0 to 119,54,11194,8552,310,19756,300,0,1252,17348,177,2815,55,5914,14136,4,2,19750,5785,65,64,0,3023,2779,48,5850,118,345,961,1075,971,876,711,430,267,157,3,0 to 101,39,2322,466,458,2604,1326,1651,2873,289,5,380,3,2,143,5914,2810,3053,5850,64,0,55196,234,61375,55430,5914,143,479,381,39,3.59179695196309,0.177648040338128
22,22,10,019,CLAY,Clay,FL,9717,184,270,889,1207,1383,1594,1645,1403,798,322,22,0 to 101,50,5549,4052,116,9694,23,0,411,8362,130,1191,77,1791,7916,1,9,9684,1689,97,5,0,970,811,5,1786,14,59,280,301,284,302,242,167,92,49,1,0 to 100,43,808,314,130,534,164,1030,592,260,0,141,0,0,42,1791,814,972,1786,5,0,22985,18,24806,23003,1791,42,1134,1101,43,1.77574995355385,0.155892403767859
23,23,25,049,HARDEE,Hardee,FL,1548,53,136,235,288,203,198,182,150,75,28,0,0 to 94,37,841,683,24,1540,8,0,72,683,2,775,15,649,899,0,0,1540,439,204,5,1,334,305,4,643,22,69,117,137,97,81,54,46,20,6,0,0 to 87,32,481,71,66,25,449,170,24,101,3,55,3,1,4,649,309,336,643,6,0,2882,2,3535,2884,649,4,1135,1034,32,1.60075687900909,0.150973021686986
24,24,42,083,MARION,Marion,FL,17670,228,324,1337,2173,2127,2544,2924,3123,2042,817,31,0 to 168,55,10643,6968,59,17641,29,0,4573,11065,177,4446,185,2057,15483,0,130,17512,1999,51,6,1,1042,989,19,2050,34,57,316,394,347,310,278,181,102,36,2,0 to 99,40,1317,300,134,299,342,1332,376,326,4,203,0,0,18,2057,990,1048,2050,7,0,31244,20,33342,31264,2057,18,1333,1168,40,3.40272879823586,0.399426438918717
25,25,64,127,VOLUSIA,Volusia,FL,24125,229,438,1724,2781,2711,3483,4739,4278,2335,1120,287,0 to 119,56,13484,10018,623,24008,117,0,817,21523,230,2669,198,4576,19529,0,20,23988,4165,372,31,4,2396,2122,19,4537,55,150,739,869,630,668,622,434,238,157,10,0 to 102,42,1939,592,845,1161,646,2388,1503,592,7,348,5,0,79,4572,2138,2415,4537,35,0,49341,81,54055,49422,4572,79,1899,1277,42,5.33119702869585,0.289588880387825
26,26,15,029,DIXIE,Dixie,FL,910,25,33,77,104,151,113,146,141,78,41,1,0 to 118,51,542,354,14,910,0,0,22,727,6,162,2,146,764,0,0,910,120,26,0,0,80,65,1,146,0,7,19,19,22,17,19,24,15,4,0,6 to 91,50,110,15,1,20,0,120,26,29,0,17,0,0,4,146,65,80,146,0,0,1667,0,1814,1667,146,4,252,197,50,2.28600352325086,0.169869356765238
27,27,35,069,LAKE,Lake,FL,17877,281,338,1268,1908,1878,2311,2836,3029,2109,692,1227,0 to 103,56,9426,7448,1003,17732,145,0,250,16644,222,947,107,3009,14824,0,44,17690,2960,26,23,0,1522,1422,42,2986,50,97,509,589,454,474,403,236,146,46,5,0 to 103,40,894,323,381,1388,385,1055,1546,261,12,159,5,1,34,3009,1434,1532,2986,23,0,43714,120,46873,43834,3009,34,1103,811,40,3.13721776582964,0.276793966603692
28,28,38,075,LEVY,Levy,FL,1954,33,37,205,251,217,265,375,289,198,82,2,0 to 118,54,1122,814,18,1950,4,0,63,1505,16,501,10,311,1643,0,0,1950,279,29,0,3,124,182,2,308,3,7,62,57,46,39,50,28,12,6,1,2 to 99,41,129,29,104,46,115,146,47,36,0,23,0,0,2,311,184,125,308,3,0,3992,1,4315,3993,311,2,460,410,41,3.28561267663391,0.269417839061194
29,29,60,119,SUMTER,Sumter,FL,4416,65,43,139,215,228,351,596,1552,992,150,85,0 to 119,68,2194,2036,186,4337,79,0,255,3669,164,644,83,757,3614,0,45,4292,691,59,6,1,321,422,7,750,1,18,53,48,80,96,113,203,118,27,0,4 to 92,62,438,97,25,190,36,512,202,152,1,93,0,0,19,757,425,325,750,7,0,12144,72,12985,12216,757,19,368,356,62,2.17022236361353,0.138739000630679
30,30,59,117,SEMINOLE,Seminole,FL,20900,293,507,2261,2989,2863,3202,3264,2711,1323,636,851,0 to 119,48,11736,8987,177,20850,50,0,592,18936,246,1486,117,4848,16022,1,29,20821,4761,62,19,0,2574,2207,42,4823,68,128,1067,1046,705,698,495,294,186,155,0,0 to 104,36,1848,451,468,2056,558,1344,2921,424,5,240,1,0,31,4842,2214,2585,4823,19,0,46099,30,51014,46129,4842,31,1564,1321,36,1.54465854506178,0.0825017178217949
31,31,48,095,ORANGE,Orange,FL,80963,1409,1934,8696,13767,12399,12548,11999,8188,3903,1507,4613,0 to 120,44,43662,36789,512,79669,1293,1,1575,76031,585,4747,456,21301,59340,1,321,79349,20844,121,329,5,10353,10419,193,20965,308,523,4329,5547,3671,3042,2140,994,513,216,16,0 to 106,34,4586,2688,3097,10594,2696,4094,14175,1213,50,604,40,5,102,21299,10597,10502,20964,334,1,177375,950,199855,178325,21299,102,2364,2136,34,2.69541534247372,0.239823210111864
32,32,9,017,CITRUS,Citrus,FL,4777,66,94,313,493,448,590,878,1002,677,208,8,0 to 222,59,2680,1928,169,4769,8,0,175,3753,119,688,36,702,4068,1,6,4763,457,244,1,0,352,346,3,701,7,18,94,101,81,105,138,86,53,19,0,0 to 97,50,524,42,43,92,45,537,119,59,0,75,0,0,17,702,346,353,701,1,0,12733,6,13449,12739,702,17,1579,1124,50,2.36078129145224,0.144732057690528
